RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
30,30,2025-02-04 14:30:37.7533399,900,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""IEAddOnChangeInfoEvent"":{""Name"":""XML Schema Cache"",""Type"":""ActiveX"",""Publisher"":""Microsoft Corporation"",""CLSID"":""373984c9-b845-449b-91e7-45ac83036ade"",""FileName"":""msxml3.dll"",""FileID"":""0000e7055d6cacb8c3fae06dc10ad480c8e6b8b7b592"",""Language"":""0"",""FileVersion"":""8.110.7601.17514""}}}"
31,31,2025-02-04 14:30:37.7533399,900,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""IEAddOnChangeInfoEvent"":{""Name"":""Tabular Data Control"",""Type"":""ActiveX"",""Publisher"":""Microsoft Corporation"",""CLSID"":""333c7bc4-460f-11d0-bc04-0080c7055a83"",""FileName"":""tdc.ocx"",""FileID"":""0000453dd24332817649f8c5bcc67523ecbb2bdee76f"",""Language"":""1033"",""FileVersion"":""8.00.7600.16385(win7_rtm.090713-1255)""}}}"
32,32,2025-02-04 14:30:37.7533399,900,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""IEAddOnChangeInfoEvent"":{""Name"":""HtmlDlgSafeHelper Class"",""Type"":""ActiveX"",""Publisher"":""Microsoft Corporation"",""CLSID"":""3050f819-98b5-11cf-bb82-00aa00bdce0b"",""FileName"":""mshtmled.dll"",""FileID"":""000089dc827f5fecfe97fd45c50ed01d3b44aefbd073"",""Language"":""1033"",""FileVersion"":""8.00.7601.17514(win7sp1_rtm.101119-1850)""}}}"
33,33,2025-02-04 14:30:37.7533399,900,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""IEAddOnChangeInfoEvent"":{""Name"":""XSL Template"",""Type"":""ActiveX"",""Publisher"":""Microsoft Corporation"",""CLSID"":""2933bf94-7b36-11d2-b20e-00c04f983e60"",""FileName"":""msxml3.dll"",""FileID"":""0000e7055d6cacb8c3fae06dc10ad480c8e6b8b7b592"",""Language"":""0"",""FileVersion"":""8.110.7601.17514""}}}"
34,34,2025-02-04 14:30:37.7533399,900,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""IEAddOnChangeInfoEvent"":{""Name"":""XML DOM Document"",""Type"":""ActiveX"",""Publisher"":""Microsoft Corporation"",""CLSID"":""2933bf90-7b36-11d2-b20e-00c04f983e60"",""FileName"":""msxml3.dll"",""FileID"":""0000e7055d6cacb8c3fae06dc10ad480c8e6b8b7b592"",""Language"":""0"",""FileVersion"":""8.110.7601.17514""}}}"
35,35,2025-02-04 14:30:37.7533399,900,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""IEAddOnChangeInfoEvent"":{""Name"":""InformationCardSigninHelper Class"",""Type"":""ActiveX"",""Publisher"":""Microsoft Corporation"",""CLSID"":""19916e01-b44e-4e31-94a4-4696df46157b"",""FileName"":""icardie.dll"",""FileID"":""000001ea13fd7daac87d64edf7cdf5369a39ac80c5ef"",""Language"":""1033"",""FileVersion"":""8.00.7600.16385(win7_rtm.090713-1255)""}}}"
36,36,2025-02-04 14:30:37.7533399,904,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""ProgramChangeInfoEvent"":{""Name"":""Exterro FTK Imager"",""Version"":""4.7.3.81"",""Publisher"":""Exterro"",""Language"":""1033"",""Source"":""Msi"",""ProgramID"":""00006f075437189fc2ede3096ad68dc7e5a200000904"",""FileInstanceID"":""0000b039a6ef0ac852e38a72418b9ac92363d82a6f2b"",""MsiProductCode"":""{EE0A4225-C799-46F8-BF8C-33794E24547E}"",""MsiPackageCode"":""{9CDC3BC3-C33C-4D3F-B9E6-D7AF4A01B1A3}""}}}"
37,37,2025-02-04 14:30:38.2525408,800,Info,Microsoft-Windows-Application-Experience,Microsoft-Windows-Application-Experience/Program-Inventory,2700,2992,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa80038ab610.evtx,0x800000000000000,0,"{""UserData"":{""SessionInfoEvent"":{""StartTime"":""2025-02-04 14:30:35.7565364"",""StopTime"":""2025-02-04 14:30:38.2525408"",""ExitCode"":""223"",""NumNewPrograms"":""1"",""NumRemovedPrograms"":""0"",""NumUpdatedPrograms"":""0"",""NumInstalledPrograms"":""1"",""NumNewOrphans"":""67"",""NumNewAddOns"":""35"",""NumRemovedAddOns"":""0"",""NumUpdatedAddOns"":""0"",""NumInstalledAddOns"":""35"",""NumNewInstallations"":""0""}}}"
1,1,2025-02-05 05:15:15.8401411,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,840,1548,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 21:15:14.9353395""},{""@Name"":""ErrorCode"",""#text"":""232""},{""@Name"":""Duration (ms)"",""#text"":""904""},{""@Name"":""Reason"",""#text"":""0""}]}}"
2,2,2025-02-04 13:17:24.0243030,1015,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,2804,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""RB_IoReadBytes"",""#text"":""804930560""},{""@Name"":""RB_CacheHitBytes"",""#text"":""0""},{""@Name"":""RB_PrefetchBytes"",""#text"":""0""},{""@Name"":""RB_CacheHitPercentage"",""#text"":""0""},{""@Name"":""RB_IoReadCount"",""#text"":""31075""},{""@Name"":""RB_CacheHitCount"",""#text"":""0""},{""@Name"":""RB_PrefetchReadCount"",""#text"":""0""},{""@Name"":""RB_PrefetchDiskTimeUs"",""#text"":""0""}]}}"
3,3,2025-02-04 13:17:24.2583034,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,2804,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 21:17:23.9151028""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""343""},{""@Name"":""Reason"",""#text"":""0""}]}}"
4,4,2025-02-04 13:36:09.7644006,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,1812,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 21:36:09.3943795""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""375""},{""@Name"":""Reason"",""#text"":""1""}]}}"
5,5,2025-02-04 13:56:52.6188303,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,2940,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 21:56:32.5916848""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""20030""},{""@Name"":""Reason"",""#text"":""1""}]}}"
6,6,2025-02-04 14:06:05.5791976,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,2832,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 22:06:05.3921869""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""187""},{""@Name"":""Reason"",""#text"":""1""}]}}"
7,7,2025-02-04 14:27:35.5294199,1018,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,1592,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""DiskAssessmentTimestamp"",""#text"":""2025-02-04 22:27:34.8898187""},{""@Name"":""ErrorCode"",""#text"":""1100""},{""@Name"":""Duration (ms)"",""#text"":""640""}]}}"
8,8,2025-02-04 14:36:34.7755670,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,196,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 22:36:34.4167664""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""359""},{""@Name"":""Reason"",""#text"":""1""}]}}"
9,9,2025-02-04 14:40:08.5895425,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,612,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 22:40:08.4023422""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""187""},{""@Name"":""Reason"",""#text"":""1""}]}}"
10,10,2025-02-04 15:47:37.8155967,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,896,1036,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003972df0.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-04 23:47:37.3925725""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""437""},{""@Name"":""Reason"",""#text"":""1""}]}}"
1,1,2010-11-21 03:58:31.4207727,101,LogAlways,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/WHC,2272,752,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003ed93d0.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""hc_stateid"",""#text"":""2""}}}"
2,2,2025-02-04 13:18:35.2648284,101,LogAlways,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/WHC,2576,2568,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003ed93d0.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""hc_stateid"",""#text"":""10""}}}"
3,3,2025-02-04 13:18:37.0120315,101,LogAlways,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/WHC,2576,2644,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003ed93d0.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""hc_stateid"",""#text"":""10""}}}"
1,1,2010-11-21 03:58:31.4207727,101,LogAlways,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/WHC,2272,752,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003ed94d0.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""hc_stateid"",""#text"":""2""}}}"
2,2,2025-02-04 13:18:35.2648284,101,LogAlways,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/WHC,2576,2568,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003ed94d0.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""hc_stateid"",""#text"":""10""}}}"
3,3,2025-02-04 13:18:37.0120315,101,LogAlways,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/WHC,2576,2644,WIN-TBJN73HR3NM,0,S-1-5-18,,,,,,,,,,,False,C:\Users\chua0\Downloads\new\evtx_dir\file.968.0xfffffa8003ed94d0.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""hc_stateid"",""#text"":""10""}}}"
