HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,HRZR_PGYFRFFVBA,(plugin),UEME_CTLSESSION,"Last executed: ",Run count: 126,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\qvfcynlfjvgpu.rkr,(plugin),{System}\displayswitch.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 13,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\pnyp.rkr,(plugin),{System}\calc.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 12,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.FgvpxlAbgrf,(plugin),Microsoft.Windows.StickyNotes,Last executed: 2025-02-04 13:15:05.3942590,Run count: 11,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\FavccvatGbby.rkr,(plugin),{System}\SnippingTool.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 10,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\zfcnvag.rkr,(plugin),{System}\mspaint.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 9,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\kcfepuij.rkr,(plugin),{System}\xpsrchvw.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 8,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\JSF.rkr,(plugin),{System}\WFS.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 7,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.ErzbgrQrfxgbc,(plugin),Microsoft.Windows.RemoteDesktop,Last executed: 2025-02-04 13:15:05.3942590,Run count: 6,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\zntavsl.rkr,(plugin),{System}\magnify.exe,Last executed: 2025-02-04 13:15:05.3942590,Run count: 5,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,HRZR_PGYPHNPbhag:pgbe,(plugin),UEME_CTLCUACount:ctor,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.PbagebyCnary,(plugin),Microsoft.Windows.ControlPanel,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\FlfgrzCebcregvrfErzbgr.rkr,(plugin),{System}\SystemPropertiesRemote.exe,Last executed: 2025-02-04 13:17:29.4170000,Run count: 1,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\pzq.rkr,(plugin),{System}\cmd.exe,Last executed: 2025-02-04 16:11:58.4460000,Run count: 4,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{S38OS404-1Q43-42S2-9305-67QR0O28SP23}\rkcybere.rkr,(plugin),{Windows}\explorer.exe,Last executed: 2025-02-04 16:24:42.9560000,Run count: 8,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\BcgvbanySrngherf.rkr,(plugin),{System}\OptionalFeatures.exe,Last executed: 2025-02-04 13:44:51.7950000,Run count: 1,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\Qrfxgbc\ZEPi120.rkr,(plugin),C:\Users\User\Desktop\MRCv120.exe,Last executed: 2025-02-04 16:25:27.2780000,Run count: 2,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.VagreargRkcybere.Qrsnhyg,(plugin),Microsoft.InternetExplorer.Default,Last executed: 2025-02-04 15:44:22.7700000,Run count: 3,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\Qrfxgbc\Rkgreeb_SGX_Vzntre_(k64)-4.7.3.81.rkr,(plugin),C:\Users\User\Desktop\Exterro_FTK_Imager_(x64)-4.7.3.81.exe,Last executed: 2025-02-04 14:02:45.8610000,Run count: 2,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\NccQngn\Ybpny\Grzc\{3SN94RR9-QQP1-4NO4-OS6P-276O66P12465}\Rkgreeb_SGX_Vzntre_(k64)-4.7.3.81.rkr,(plugin),C:\Users\User\AppData\Local\Temp\{Unmapped GUID: 3FA94EE9-DDC1-4AB4-BF6C-276B66C12465}\Exterro_FTK_Imager_(x64)-4.7.3.81.exe,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.JvaqbjfVafgnyyre,(plugin),Microsoft.Windows.WindowsInstaller,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\NccQngn\Ybpny\Grzc\{Q16S91S5-NQ5O-4879-N4S9-09919N61O108}\Rkgreeb_SGX_Vzntre_(k64)-4.7.3.81.rkr,(plugin),C:\Users\User\AppData\Local\Temp\{Unmapped GUID: D16F91F5-AD5B-4879-A4F9-09919A61B108}\Exterro_FTK_Imager_(x64)-4.7.3.81.exe,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\NpprffQngn\SGX Vzntre\SGX Vzntre.rkr,(plugin),{ProgramFilesX64}\AccessData\FTK Imager\FTK Imager.exe,Last executed: 2025-02-04 15:18:41.7690000,Run count: 2,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\Qrfxgbc\xncr\XNCR\txncr.rkr,(plugin),C:\Users\User\Desktop\kape\KAPE\gkape.exe,Last executed: 2025-02-04 15:46:54.1890000,Run count: 3,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\Qrfxgbc\xncr\XNCR\xncr.rkr,(plugin),C:\Users\User\Desktop\kape\KAPE\kape.exe,Last executed: 2025-02-04 15:46:48.6790000,Run count: 3,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\Hfre\NccQngn\Ybpny\Zvpebfbsg\Jvaqbjf\Grzcbenel Vagrearg Svyrf\Pbagrag.VR5\T8KZZYFS\qbgArgSk40_Pyvrag_k86_k64[1].rkr,(plugin),C:\Users\User\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\G8XMMLSF\dotNetFx40_Client_x86_x64[1].exe,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\abgrcnq.rkr,(plugin),{System}\notepad.exe,Last executed: 2025-02-04 15:47:12.8840000,Run count: 2,GUI-based programs launched from the desktop,False,False,2025-02-04 16:26:33.9567265,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Jrypbzr Pragre.yax,(plugin),{Common Programs}\Accessories\Welcome Center.lnk,Last executed: 2025-02-04 13:15:05.3942590,Run count: 14,GUI-based programs launched from the desktop,False,False,2025-02-04 16:24:42.9566625,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYFRFFVBA,(plugin),UEME_CTLSESSION,"Last executed: ",Run count: 108,GUI-based programs launched from the desktop,False,False,2025-02-04 16:24:42.9566625,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\qvfcynlfjvgpu.yax,(plugin),{Common Programs}\Accessories\displayswitch.lnk,Last executed: 2025-02-04 13:15:05.3942590,Run count: 13,GUI-based programs launched from the desktop,False,False,2025-02-04 16:24:42.9566625,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg,NtUser,UserAssist,Program Execution,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Pnyphyngbe.yax,(plugin),{Common Programs}\Accessories\Calculator.lnk,Last executed: 2025-02-04 13:15:05.3942590,Run count: 12,GUI-based programs launched from the desktop,False,False,2025-02-04 16:24:42.9566625,./recmd_out/20250311152801\20250311152801_UserAssist_./registry_dir/registry.0xfffff8a0012bc410.ntuserdat.reg.csv
