HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-1-0,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:43.0420395,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-19,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:46.2712452,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-20,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:46:08.2516838,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-21-4155376174-509444641-1072743315-501,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2025-02-05 05:14:14.5788335,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-544,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:43.6972407,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-545,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:45.2884435,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-551,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:44.2120416,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-555,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:48:56.8879800,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-559,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:48:56.2795790,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-6,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:45.7564443,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-80-0,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:48:57.0595803,
./registry_dir/registry.0xfffff8a006b21010.SECURITY.reg,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:48:57.1843805,
