Timestamp,BatchKeyPath,DisplayName,BatchValueName,PackageName,InstallDate,Publisher,Language,InstallLocation,InstallSource,Comments
2025-02-04 14:04:16.8502347,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\5224A0EE997C8F64FBC83397E44245E7,Exterro FTK Imager,Multiple,4.7.3.81,20250204,Exterro,1033,C:\Program Files\AccessData\,C:\Users\User\AppData\Local\Temp\{D16F91F5-AD5B-4879-A4F9-09919A61B108}\,
