RECmd Output
NormalizedTimestamp,ExtractionTimestamp,ArtifactType,HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
2025-02-04 13:16:39,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Windows Boot Volume,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\Setup,SystemPartition,RegSz,\Device\HarddiskVolume1,,,Identifies the system volume where Windows booted from,False,False,2025-02-04 13:16:39.165217500,
2009-07-14 05:08:22,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,ControlSet Configuration,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\Select,Current,RegDword,1,,,Displays value for the current ControlSet,False,False,2009-07-14 05:08:22.575637000,
2009-07-14 05:08:22,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,ControlSet Configuration,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\Select,Default,RegDword,1,,,Displays value for the default ControlSet,False,False,2009-07-14 05:08:22.575637000,
2009-07-14 05:08:22,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,ControlSet Configuration,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\Select,Failed,RegDword,0,,,Displays value for the ControlSet that was unable to boot Windows successfully,False,False,2009-07-14 05:08:22.575637000,
2009-07-14 05:08:22,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,ControlSet Configuration,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\Select,LastKnownGood,RegDword,2,,,Displays value for the last known good ControlSet,False,False,2009-07-14 05:08:22.575637000,
2025-02-05 05:16:00,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Shutdown Time,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Windows,ShutdownTime,RegBinary,2025-02-05 05:16:00.3938194,,,Last system shutdown time,False,False,2025-02-05 05:16:00.393819400,
2025-02-05 05:16:00,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Shutdown Time,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Windows,ShutdownTime,RegBinary,2025-02-05 05:16:00.3938194,,,Last system shutdown time,False,False,2025-02-05 05:16:00.393819400,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Windows OS Language,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Nls\Language,InstallLanguage,RegSz,0409,,,"Default OS Language, 0409 is English",False,False,2009-07-14 04:49:01.505588100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Windows OS Language,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Nls\Language,InstallLanguage,RegSz,0409,,,"Default OS Language, 0409 is English",False,False,2009-07-14 04:49:01.505588100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Virtual Memory Pagefile Encryption Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\FileSystem,NtfsEncryptPagingFile,RegDword,0,,,"Virtual Memory Pagefile Encryption, 0 = Disabled, 1 = Enabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Virtual Memory Pagefile Encryption Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\FileSystem,NtfsEncryptPagingFile,RegDword,0,,,"Virtual Memory Pagefile Encryption, 0 = Disabled, 1 = Enabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,TRIM Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\FileSystem,DisableDeleteNotification,RegDword,0,,,"TRIM, 0 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,TRIM Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\FileSystem,DisableDeleteNotification,RegDword,0,,,"TRIM, 0 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,NTFS File Compression Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\FileSystem,NtfsDisableCompression,RegDword,0,,,"NTFS File Compression, 0 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,NTFS File Compression Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\FileSystem,NtfsDisableCompression,RegDword,0,,,"NTFS File Compression, 0 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,NTFS File Encryption Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\FileSystem,NtfsDisableEncryption,RegDword,0,,,"NTFS File Encryption, 0 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,NTFS File Encryption Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\FileSystem,NtfsDisableEncryption,RegDword,0,,,"NTFS File Encryption, 0 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,NTFS LastAccess Timestamp Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\FileSystem,NtfsDisableLastAccessUpdate,RegDword,1,,,"NTFS LastAccess Timestamp, 2147483650 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2009-07-14 04:49:01,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,NTFS LastAccess Timestamp Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\FileSystem,NtfsDisableLastAccessUpdate,RegDword,1,,,"NTFS LastAccess Timestamp, 2147483650 = Enabled, 1 = Disabled",False,False,2009-07-14 04:49:01.489988100,
2025-02-05 05:16:15,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Prefetch Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\Memory Management\PrefetchParameters,EnablePrefetcher,RegDword,3,,,"0 = Disabled, 1 = Application Prefetching Enabled, 2 = Boot Prefetching Enabled, 3 = Application and Boot Prefetching Enabled",False,False,2025-02-05 05:16:15.515600000,
2025-02-05 05:16:15,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Prefetch Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\Memory Management\PrefetchParameters,EnablePrefetcher,RegDword,3,,,"0 = Disabled, 1 = Application Prefetching Enabled, 2 = Boot Prefetching Enabled, 3 = Application and Boot Prefetching Enabled",False,False,2025-02-05 05:16:15.515600000,
2025-02-05 05:16:22,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Clear Page File at Shutdown Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\Memory Management,ClearPageFileAtShutdown,RegDword,0,,,"0 = Disabled, 1 = Enabled",False,False,2025-02-05 05:16:22.707212700,
2025-02-05 05:16:22,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Clear Page File at Shutdown Status,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\Memory Management,ClearPageFileAtShutdown,RegDword,0,,,"0 = Disabled, 1 = Enabled",False,False,2025-02-05 05:16:22.707212700,
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,Bias,(plugin),-480,4294966816,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,DaylightBias,(plugin),-60,4294967236,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,DaylightName,(plugin),"@tzres.dll,-591","@tzres.dll,-591",,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,DaylightStart,(plugin),"Month 0, week of month 0, day of week 0, Hours:Minutes:Seconds:Milliseconds 0:0:0:0",00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,StandardBias,(plugin),0,0,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,StandardName,(plugin),"@tzres.dll,-592","@tzres.dll,-592",,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,StandardStart,(plugin),"Month 0, week of month 0, day of week 0, Hours:Minutes:Seconds:Milliseconds 0:0:0:0",00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,TimeZoneKeyName,(plugin),Singapore Standard Time,Singapore Standard Time,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\TimeZoneInformation,ActiveTimeBias,(plugin),-480,4294966816,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,Bias,(plugin),-480,4294966816,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,DaylightBias,(plugin),-60,4294967236,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,DaylightName,(plugin),"@tzres.dll,-591","@tzres.dll,-591",,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,DaylightStart,(plugin),"Month 0, week of month 0, day of week 0, Hours:Minutes:Seconds:Milliseconds 0:0:0:0",00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,StandardBias,(plugin),0,0,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,StandardName,(plugin),"@tzres.dll,-592","@tzres.dll,-592",,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,StandardStart,(plugin),"Month 0, week of month 0, day of week 0, Hours:Minutes:Seconds:Milliseconds 0:0:0:0",00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,TimeZoneKeyName,(plugin),Singapore Standard Time,Singapore Standard Time,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-05 05:16:29,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,System Time Zone Information,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\TimeZoneInformation,ActiveTimeBias,(plugin),-480,4294966816,,Displays the current Time Zone configuration for this system,False,False,2025-02-05 05:16:29.228024100,./recmd_out/20250311152738\20250311152738_TimeZoneInfo_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: SCSI Name: Disk&Ven_Dell&Prod_VIRTUAL_DISK SerialNumber: 6&17b13437&0&000000,Timestamp: 2009-07-14 05:08:05.0724063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: SCSI Name: Disk&Ven_Dell&Prod_VIRTUAL_DISK SerialNumber: 6&3af2ddc5&0&000000,Timestamp: 2010-11-21 03:47:00.0880063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: SCSI Name: Disk&Ven_VMware_&Prod_VMware_Virtual_S SerialNumber: 5&22be343f&0&000000,Timestamp: 2025-02-05 05:16:21.0224097,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: FDC Name: GENERIC_FLOPPY_DRIVE SerialNumber: 6&3b4c39bd&0&0,Timestamp: 2025-02-05 05:16:22.4888123,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: IDE Name: CdRomHL-DT-ST_DVD-ROM_GDR-T10N_______________1.05____ SerialNumber: 5&23a61b21&0&0.0.0,Timestamp: 2010-11-21 03:47:07.3576190,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: IDE Name: CdRomHL-DT-ST_DVD-ROM_GDR-T10N_______________1.05____ SerialNumber: 5&28836b88&0&0.0.0,Timestamp: 2009-07-14 05:08:09.9864149,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: IDE Name: CdRomNECVMWar_VMware_SATA_CD01_______________1.00____ SerialNumber: 6&2848384c&0&1.0.0,Timestamp: 2025-02-05 05:16:22.3796121,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: STORAGE Name: Volume SerialNumber: {846ee343-7039-11de-9d20-806e6f6e6963},Timestamp: 2009-07-14 05:08:05.1036063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: STORAGE Name: Volume SerialNumber: {846ee343-7039-11de-9d20-806e6f6e6963},Timestamp: 2009-07-14 05:08:05.1036063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: STORAGE Name: Volume SerialNumber: {846ee343-7039-11de-9d20-806e6f6e6963},Timestamp: 2009-07-14 05:08:05.1036063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: STORAGE Name: Volume SerialNumber: {846ee343-7039-11de-9d20-806e6f6e6963},Timestamp: 2009-07-14 05:08:05.1036063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
2025-02-04 13:32:26,2025-03-11 15:27:53,System,./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg,System,Device Classes,System Info,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\DeviceClasses,Multiple,(plugin),Type: STORAGE Name: Volume SerialNumber: {846ee343-7039-11de-9d20-806e6f6e6963},Timestamp: 2009-07-14 05:08:05.1036063,,Displays a list of PnP devices (Plug and Play) that were connected to this system,False,False,2025-02-04 13:32:26.203829700,./recmd_out/20250311152738\20250311152738_DeviceClasses_./registry_dir/registry.0xfffff8a000024010.SYSTEM.reg.csv
